Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1998,4,11,6,632,625,637,645,UA,705,N903UA,65,80,50,-8,7,CLE,ORD,316,4,11,0,NA,0,NA,NA,NA,NA,NA
1992,8,13,4,1944,1933,21,2359,HP,518,NA,157,146,NA,22,11,PHX,OMA,1037,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,3,12,1,1731,1650,2014,1932,DL,1021,N511D1,103,102,78,42,41,PDX,SLC,630,9,16,0,NA,0,NA,NA,NA,NA,NA
1990,3,1,4,1615,1615,1630,1630,HP,28,NA,75,75,NA,0,0,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,9,13,4,NA,1840,NA,1940,WN,208,NKNO,NA,60,NA,NA,NA,DAL,IAH,217,0,0,1,NA,0,NA,NA,NA,NA,NA
1993,9,6,1,814,815,1011,1032,CO,479,NA,237,257,NA,-21,-1,EWR,DEN,1605,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2002,12,29,7,1100,1100,1302,1320,WN,2517,N631,122,140,109,-18,0,SEA,LAS,866,3,10,0,NA,0,NA,NA,NA,NA,NA
2006,4,10,1,1404,1406,1657,1654,AA,752,N3BCAA,113,108,85,3,-2,MSY,MIA,674,20,8,0,,0,0,0,0,0,0
1997,11,19,3,1456,1500,1711,1708,NW,511,N301RC,195,188,157,3,-4,LGA,MSP,1020,6,32,0,NA,0,NA,NA,NA,NA,NA
1995,11,28,2,1522,1520,1632,1644,US,472,N859US,70,84,61,-12,2,ORF,PIT,330,5,4,0,NA,0,NA,NA,NA,NA,NA
1996,5,19,7,2350,2350,40,42,HP,764,N126AW,50,52,31,-2,0,ONT,LAS,197,5,14,0,NA,0,NA,NA,NA,NA,NA
1995,10,23,1,2123,2125,2246,2252,NW,605,N921RW,83,87,67,-6,-2,MSP,STL,449,5,11,0,NA,0,NA,NA,NA,NA,NA
2002,8,13,2,1320,1318,1645,1601,AA,1796,N2ANAA,145,103,84,44,2,ORD,IAD,589,4,57,0,NA,0,NA,NA,NA,NA,NA
1998,1,12,1,1244,0,1527,0,AA,522,N847AA,103,130,84,-28,-1,DFW,ATL,732,8,11,0,NA,0,NA,NA,NA,NA,NA
2007,8,16,4,1239,1235,1410,1406,DL,641,N995DL,91,91,65,4,4,ATL,DAY,432,7,19,0,,0,0,0,0,0,0
1991,9,7,6,629,630,743,750,CO,333,NA,74,80,NA,-7,-1,BOS,EWR,200,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,8,25,1,1949,1950,2254,2252,CO,639,N12319,185,182,149,2,-1,MIA,EWR,1086,10,26,0,,0,0,0,0,0,0
2001,7,2,1,1317,1320,1638,1649,UA,1586,N5351,141,149,119,-11,-3,SFO,DEN,967,7,15,0,NA,0,NA,NA,NA,NA,NA
1989,5,1,1,945,945,1035,1035,WN,78,NA,50,50,NA,0,0,IAH,DAL,217,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,2,3,757,800,1146,1128,UA,356,NA,169,148,NA,18,-3,SFO,DEN,967,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,1,5,5,1822,1823,2025,2023,OO,6784,N983SW,63,60,30,2,-1,ORD,LAN,179,4,29,0,,0,0,0,0,0,0
1998,8,22,6,910,841,1155,1118,HP,2410,N330AW,105,97,68,37,29,PHX,COS,551,7,30,0,NA,0,NA,NA,NA,NA,NA
2003,10,19,7,705,705,1045,1100,AA,1019,N050AA,220,235,204,-15,0,BOS,SJU,1674,4,12,0,,0,0,0,0,0,0
2007,11,6,2,1700,1700,1734,1723,OH,5697,N408CA,94,83,69,11,0,CVG,STL,307,6,19,0,,0,0,0,0,0,0
1994,3,2,3,843,830,935,925,UA,349,NA,112,115,NA,10,13,DEN,LAS,629,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1130,1130,1244,1252,CO,1195,NA,74,82,NA,-8,0,TUL,IAH,429,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,12,3,1337,1330,1438,1435,DL,557,NA,61,65,NA,3,7,CHS,ATL,259,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,9,14,2,800,800,1110,1130,WN,132,N728,130,150,123,-20,0,MSY,BWI,998,2,5,0,NA,0,NA,NA,NA,NA,NA
2001,6,28,4,752,752,857,859,AS,42,N746Aâ,65,67,55,-2,0,BET,ANC,399,4,6,0,NA,0,NA,NA,NA,NA,NA
1998,4,24,5,724,725,817,819,US,1169,N939VJ,53,54,35,-2,-1,IAD,PIT,183,5,13,0,NA,0,NA,NA,NA,NA,NA
2003,2,23,7,1609,1610,1959,2006,CO,426,N12125,170,176,144,-7,-1,IAH,BWI,1235,7,19,0,NA,0,NA,NA,NA,NA,NA
2007,12,19,3,1023,1008,1240,1234,EV,4220,N926EV,77,86,57,6,15,MEM,CVG,403,6,14,0,,0,0,0,0,0,0
1994,9,16,5,1508,1443,1631,1600,DL,562,NA,83,77,NA,31,25,CVG,BWI,430,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,10,24,4,655,655,718,710,WN,921,NA,143,135,NA,8,0,OKC,PHX,833,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,6,18,1,1534,1537,1641,1645,AA,1890,N245A1,67,68,44,-4,-3,SAT,DFW,247,11,12,0,NA,0,NA,NA,NA,NA,NA
1999,3,2,2,640,640,819,819,AS,340,N795AS,99,99,86,0,0,PDX,OAK,543,3,10,0,NA,0,NA,NA,NA,NA,NA
2005,9,12,1,950,950,1035,1040,WN,243,N323,45,50,33,-5,0,IND,MDW,162,2,10,0,,0,0,0,0,0,0
2006,4,15,6,1259,1310,1528,1545,OO,4038,N604SK,89,95,79,-17,-11,GEG,SLC,546,3,7,0,,0,0,0,0,0,0
2007,11,25,7,1929,1935,2056,2100,XE,7811,N14179,147,145,125,-4,-6,DEN,LAX,862,11,11,0,,0,0,0,0,0,0
1998,2,23,1,1936,1940,2010,1948,HP,2005,N173AW,94,68,66,22,-4,PHX,SAN,304,6,22,0,NA,0,NA,NA,NA,NA,NA
2005,1,15,6,948,948,1131,1145,EV,4102,N864AS,103,117,82,-14,0,ATL,MDT,619,4,17,0,,0,0,0,0,0,0
1994,11,30,3,838,835,1046,1051,DL,684,NA,68,76,NA,-5,3,MSY,ATL,425,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,1,6,714,700,1358,1358,DL,648,NA,224,238,NA,0,14,LAX,CVG,1900,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,8,6,7,NA,1530,NA,1640,DL,1839,N525DA,NA,70,NA,NA,NA,BOS,LGA,185,0,0,1,NA,0,NA,NA,NA,NA,NA
2007,1,14,7,1041,950,1225,1125,MQ,3883,N699AE,104,95,85,60,51,DAL,STL,546,6,13,0,,0,1,0,9,0,50
1997,5,19,1,1147,1140,1506,1440,DL,905,N649DL,259,240,229,26,7,BOS,DFW,1562,7,23,0,NA,0,NA,NA,NA,NA,NA
2007,12,9,7,1120,1120,1329,1335,CO,516,N33637,189,195,169,-6,0,EWR,MSY,1167,4,16,0,,0,0,0,0,0,0
2001,4,29,7,1205,1140,1432,1405,WN,2109,N384@@,87,85,71,27,25,BNA,RDU,443,4,12,0,NA,0,NA,NA,NA,NA,NA
2002,7,1,1,603,605,929,935,UA,252,N567UA,146,150,128,-6,-2,SEA,DEN,1024,8,10,0,NA,0,NA,NA,NA,NA,NA
1988,9,13,2,735,730,817,810,AA,53,NA,102,100,NA,7,5,BUF,ORD,473,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,1,4,7,35,2340,114,28,OH,5932,N781CA,39,48,27,46,55,ATL,TYS,152,2,10,0,,0,46,0,0,0,0
1992,8,7,5,1631,1630,1819,1820,US,1935,NA,108,110,NA,-1,1,BDL,CLT,644,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,20,5,1646,1645,553,550,AA,72,NA,487,485,NA,3,1,HNL,ORD,4243,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,10,20,3,2301,2240,12,2355,TW,427,N9412W,131,135,109,17,21,STL,DEN,770,5,17,0,NA,0,NA,NA,NA,NA,NA
1989,10,13,5,629,630,820,817,US,1050,NA,111,107,NA,3,-1,FLL,CLT,631,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,3,6,7,638,645,811,823,DH,1255,N671BR,93,98,76,-12,-7,SAV,IAD,515,2,15,0,,0,0,0,0,0,0
2001,2,22,4,747,745,911,909,DL,425,#NAME?,84,84,63,2,2,JAN,DFW,408,10,11,0,NA,0,NA,NA,NA,NA,NA
1990,3,6,2,1800,1750,1928,1848,US,217,NA,88,58,NA,40,10,LGA,BWI,185,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,7,24,2,1322,1324,1622,1627,CO,1083,N12216,240,243,205,-5,-2,BOS,IAH,1597,17,18,0,,0,0,0,0,0,0
2002,5,5,7,1415,1420,1729,1741,DL,1802,N311WA,134,141,109,-12,-5,SLC,MCI,919,11,14,0,NA,0,NA,NA,NA,NA,NA
1997,9,11,4,1219,1220,1306,1309,NW,1539,N930RC,47,49,26,-3,-1,DTW,MBS,98,3,18,0,NA,0,NA,NA,NA,NA,NA
2007,1,6,6,1923,1923,2153,2123,AS,525,N796AS,210,180,190,30,0,DEN,SEA,1024,6,14,0,,0,0,0,30,0,0
2007,11,6,2,1455,1500,1613,1616,US,2133,N754UW,78,76,46,-3,-5,BOS,LGA,185,9,23,0,,0,0,0,0,0,0
1995,12,16,6,1442,0,1546,0,AA,793,N2CYAA,64,66,51,-4,-2,ORD,RST,268,3,10,0,NA,0,NA,NA,NA,NA,NA
2004,5,27,4,1510,1505,1740,1730,AA,455,N7ARAA,270,265,231,10,5,ORD,LAX,1745,10,29,0,,0,0,0,0,0,0
1996,8,27,2,1839,1835,1942,1940,WN,1102,N353,63,65,54,2,4,LIT,STL,296,2,7,0,NA,0,NA,NA,NA,NA,NA
1988,12,19,1,2001,2000,2103,2114,UA,1267,NA,62,74,NA,-11,1,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,3,26,3,1400,1400,1446,1450,WN,2754,N364,46,50,34,-4,0,HOU,SAT,192,3,9,0,NA,0,NA,NA,NA,NA,NA
2003,11,19,3,1251,1240,1615,1539,DL,1418,N979DL,144,119,100,36,11,OKC,ATL,761,14,30,0,,0,0,0,36,0,0
1998,9,20,7,1700,1700,2059,2113,HP,2897,N328AW,119,133,102,-14,0,PHX,ICT,870,7,10,0,NA,0,NA,NA,NA,NA,NA
2001,9,24,1,2056,2057,32,49,AA,1396,N501A1,156,172,141,-17,-1,DFW,IAD,1172,7,8,0,NA,0,NA,NA,NA,NA,NA
1994,10,6,4,1248,1250,1621,1629,UA,1112,NA,153,159,NA,-8,-2,DEN,MSY,1062,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,12,25,5,1642,1645,1925,1935,NW,756,N285US,103,110,71,-10,-3,MSP,DTW,528,14,18,0,NA,0,NA,NA,NA,NA,NA
2000,9,4,1,900,904,1115,1142,AA,573,N538AA,195,218,173,-27,-4,EWR,DFW,1372,10,12,0,NA,0,NA,NA,NA,NA,NA
2006,11,9,4,1249,1255,1403,1430,MQ,3588,N503AE,134,155,122,-27,-6,DAY,DFW,861,5,7,0,,0,0,0,0,0,0
2001,1,23,2,1105,1100,1211,1215,WN,2406,N528@@,66,75,51,-4,5,TUL,STL,351,3,12,0,NA,0,NA,NA,NA,NA,NA
2001,11,4,7,1518,1510,1540,1519,NW,1445,N606N,82,69,47,21,8,DTW,MDW,229,10,25,0,NA,0,NA,NA,NA,NA,NA
1996,8,31,6,1542,1545,1731,1738,DL,1202,N331DL,49,53,37,-7,-3,SBN,CVG,203,5,7,0,NA,0,NA,NA,NA,NA,NA
1998,4,11,6,1728,1730,1950,2009,UA,51,N165UA,322,339,307,-19,-2,IAD,SFO,2419,5,10,0,NA,0,NA,NA,NA,NA,NA
2007,8,10,5,1537,1415,1652,1524,DL,905,N643DL,75,69,42,88,82,CHS,ATL,259,16,17,0,,0,4,0,6,0,78
1989,8,18,5,1855,1842,1927,1855,DL,549,NA,92,73,NA,32,13,CVG,BHM,396,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,4,6,1445,1430,1557,1533,US,61,NA,132,123,NA,24,15,PIT,MCI,773,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,8,18,3,1731,1730,1727,1729,DL,870,N904DL,56,59,26,-2,1,ATL,BHM,134,2,28,0,,0,0,0,0,0,0
2003,10,3,5,1055,1100,1150,1205,MQ,4960,N700MQ,55,65,43,-15,-5,DCA,LGA,214,6,6,0,,0,0,0,0,0,0
2005,2,28,1,2120,2120,2235,2225,WN,2736,N460,75,65,55,10,0,MSY,HOU,303,6,14,0,,0,0,0,0,0,0
2004,6,24,4,706,710,1224,1227,CO,1463,N17245,198,197,166,-3,-4,ONT,IAH,1334,17,15,0,,0,0,0,0,0,0
2004,11,4,4,835,840,1220,1210,NW,438,N351NB,165,150,129,10,-5,ABQ,MSP,981,7,29,0,,0,0,0,0,0,0
1996,11,6,3,2013,2000,2147,2045,WN,278,N721,94,45,66,62,13,DAL,OKC,181,3,25,0,NA,0,NA,NA,NA,NA,NA
2000,6,27,2,1521,1333,1634,1438,HP,2184,N660AW,73,65,47,116,108,PHX,SAN,304,7,19,0,NA,0,NA,NA,NA,NA,NA
1996,2,28,3,1458,1230,1609,1329,DL,565,N648DL,71,59,44,160,148,LAS,LAX,236,9,18,0,NA,0,NA,NA,NA,NA,NA
1997,11,29,6,557,600,809,808,DL,886,N965DL,72,68,54,1,-3,MKE,CVG,318,8,10,0,NA,0,NA,NA,NA,NA,NA
1998,5,18,1,1636,1311,1905,1556,HP,2848,N909AW,149,165,140,189,205,PHX,SEA,1107,2,7,0,NA,0,NA,NA,NA,NA,NA
2005,11,16,3,1415,1418,1601,1609,EV,4391,N929EV,106,111,82,-8,-3,ATL,GRR,640,4,20,0,,0,0,0,0,0,0
1988,2,3,3,941,936,1156,1139,AA,841,NA,255,243,NA,17,5,DFW,SEA,1660,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,6,26,2,1228,1229,1300,1301,DL,419,NA,32,32,NA,-1,-1,CVG,LEX,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,7,27,5,843,845,1017,1018,XE,2530,N15986,94,93,65,-1,-2,CLE,GSP,450,4,25,0,,0,0,0,0,0,0
1999,9,4,6,1838,1840,1941,1945,US,1153,N938VJ,63,65,49,-4,-2,SYR,PIT,279,3,11,0,NA,0,NA,NA,NA,NA,NA
1990,8,13,1,650,645,810,811,US,826,NA,80,86,NA,-1,5,PHL,CLT,448,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,12,17,2,1902,1900,2146,2205,DL,1922,N977DL,104,125,86,-19,2,DFW,CVG,812,5,13,0,NA,0,NA,NA,NA,NA,NA
1989,5,31,3,914,855,1113,1104,UA,1159,NA,179,189,NA,9,19,IAD,DFW,1172,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,8,21,5,555,600,734,732,DL,927,N941DL,99,92,73,2,-5,RIC,ATL,481,11,15,0,NA,0,NA,NA,NA,NA,NA
2002,1,30,3,1750,1645,1915,1813,AA,531,N2CèA1,145,148,125,62,65,SDF,DFW,733,8,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,1910,1910,2018,2024,MQ,3653,#NAME?,68,74,44,-6,0,DFW,XNA,281,5,19,0,NA,0,NA,NA,NA,NA,NA
1997,12,19,5,909,910,1008,1014,UA,1423,N7267U,179,184,165,-6,-1,CMH,DEN,1155,5,9,0,NA,0,NA,NA,NA,NA,NA
1994,8,20,6,1601,1515,1848,1814,DL,1583,NA,107,119,NA,34,46,ORD,ATL,606,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,1,30,1,1614,1550,1727,1705,DL,660,N324DL,133,135,117,22,24,ATL,OKC,761,4,12,0,,0,0,0,11,0,11
1991,2,1,5,1846,1719,2241,2110,AA,60,NA,175,171,NA,91,87,DFW,MIA,1121,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,22,5,NA,2005,NA,2109,US,1247,NA,NA,64,NA,NA,NA,ORF,CHS,351,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,10,7,1,1809,1810,1936,1933,UA,1409,NA,87,83,NA,3,-1,PVD,IAD,372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,7,9,1,730,720,1015,1015,OH,5259,N379CA,105,115,85,0,10,MSP,CVG,596,1,19,0,,0,0,0,0,0,0
2004,7,4,7,1538,1542,1626,1644,AA,1349,N4XDAA,108,122,92,-18,-4,DCA,ORD,612,4,12,0,,0,0,0,0,0,0
2006,12,18,1,1240,1235,1532,1511,OH,5418,N710CA,172,156,144,21,5,JAX,LGA,834,7,21,0,,0,0,5,16,0,0
2006,2,10,5,923,805,1019,912,OO,3899,N439SW,116,127,99,67,78,SLC,SEA,689,7,10,0,,0,67,0,0,0,0
2001,5,19,6,830,830,935,935,MQ,4892,#NAME?,65,65,41,0,0,BOS,ALB,145,6,18,0,NA,0,NA,NA,NA,NA,NA
2005,10,5,3,1706,1645,2144,2152,CO,796,N76269,158,187,147,-8,21,LAS,IAH,1222,4,7,0,,0,0,0,0,0,0
1997,4,6,7,1227,1230,1244,1240,HP,2870,N509DC,77,70,55,4,-3,ELP,PHX,347,7,15,0,NA,0,NA,NA,NA,NA,NA
2003,3,31,1,1605,1605,1918,1905,WN,2169,N672,133,120,112,13,0,PHX,OKC,833,2,19,0,NA,0,NA,NA,NA,NA,NA
2007,12,13,4,1227,1230,1352,1357,FL,291,N949AT,85,87,65,-5,-3,ATL,RIC,481,6,14,0,,0,0,0,0,0,0
2004,4,17,6,1015,1015,1304,1255,WN,2939,N705SW,169,160,152,9,0,MCO,ALB,1073,2,15,0,,0,0,0,0,0,0
1995,2,19,7,1523,1445,1641,1605,NW,1071,N8925E,78,80,64,36,38,MDW,MSP,349,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,3,17,5,1430,1415,1631,1618,UA,772,N310UA,61,63,46,13,15,ORD,CVG,264,4,11,0,NA,0,NA,NA,NA,NA,NA
2001,8,17,5,1851,1855,2121,2131,CO,1271,N18112,330,336,297,-10,-4,EWR,LAS,2227,8,25,0,NA,0,NA,NA,NA,NA,NA
1991,5,22,3,1023,1023,1134,1123,HP,85,NA,71,60,NA,11,0,SAN,LAS,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,22,4,1215,1210,1305,1249,NW,1482,NA,50,39,NA,16,5,DTW,MBS,98,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,9,18,1,1630,1635,1740,1746,CO,1576,N16894,70,71,57,-6,-5,MFE,IAH,316,6,7,0,NA,0,NA,NA,NA,NA,NA
2006,7,11,2,625,630,942,927,EV,4908,N849AS,137,117,111,15,-5,CID,ATL,694,11,15,0,,0,0,0,15,0,0
1989,8,26,6,1453,1455,1724,1737,UA,722,NA,91,102,NA,-13,-2,LAS,DEN,629,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,3,14,4,1129,1125,1331,1330,DL,1501,NA,122,125,NA,1,4,IND,MCO,828,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,11,7,1640,1640,1840,1850,WN,871,NA,60,70,NA,-10,0,PHX,ELP,347,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,9,19,2,1625,1543,1736,1710,DL,157,N786DL,251,267,232,26,42,ATL,LAX,1946,7,12,0,NA,0,NA,NA,NA,NA,NA
1995,12,17,7,1527,1525,1824,1807,DL,187,N1732D,237,222,211,17,2,SJU,ATL,1547,12,14,0,NA,0,NA,NA,NA,NA,NA
2000,2,24,4,2054,2055,2243,2239,DL,679,N630DL,289,284,257,4,-1,CVG,LAX,1900,18,14,0,NA,0,NA,NA,NA,NA,NA
2004,2,9,1,1320,1325,1634,1700,UA,75,N546UA,314,335,299,-26,-5,SFO,LIH,2447,3,12,0,,0,0,0,0,0,0
2004,1,11,7,1850,1854,2109,2133,AA,1577,N536AA,139,159,127,-24,-4,BWI,MIA,946,4,8,0,,0,0,0,0,0,0
1997,5,28,3,1317,1315,1419,1422,UA,2617,N943UA,62,67,45,-3,2,SFO,SBA,262,4,13,0,NA,0,NA,NA,NA,NA,NA
2002,1,25,5,655,655,737,745,WN,1871,N384@@,102,110,90,-8,0,MCO,MSY,550,4,8,0,NA,0,NA,NA,NA,NA,NA
1990,6,2,6,1949,1945,2040,2040,WN,372,NA,51,55,NA,0,4,SAT,DAL,248,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,3,7,5,853,850,1721,1718,UA,26,N511UA,328,328,290,3,3,SFO,BOS,2704,7,31,0,NA,0,NA,NA,NA,NA,NA
1993,5,31,1,2020,2020,2130,2125,HP,1285,NA,70,65,NA,5,0,SAN,PHX,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,9,16,6,900,900,1053,1128,EV,4405,N929EV,113,148,96,-35,0,SYR,ATL,793,7,10,0,,0,0,0,0,0,0
1999,10,31,7,1935,1930,2055,2055,WN,399,N510,80,85,70,0,5,RNO,PDX,444,3,7,0,NA,0,NA,NA,NA,NA,NA
1998,11,3,2,652,642,716,700,UA,1205,N7462U,84,78,61,16,10,CLE,ORD,316,10,13,0,NA,0,NA,NA,NA,NA,NA
2000,7,3,1,1647,1650,1730,1743,US,1945,N885US,43,53,32,-13,-3,CLT,ILM,185,3,8,0,NA,0,NA,NA,NA,NA,NA
1997,8,8,5,2033,2030,2242,2242,DL,657,N958DL,129,132,109,0,3,CVG,PBI,892,6,14,0,NA,0,NA,NA,NA,NA,NA
1993,6,1,2,2123,2120,2131,2132,US,1059,NA,68,72,NA,-1,3,CLT,BNA,329,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,10,5,5,1529,1530,1803,1738,UA,155,NA,274,248,NA,25,-1,ORD,SEA,1721,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,8,22,7,859,900,1030,1102,DL,1067,NA,91,122,NA,-32,-1,STL,DFW,551,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,3,13,4,632,635,744,752,XE,2143,N14939,72,77,54,-8,-3,BUF,EWR,282,8,10,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1109,1059,1402,1346,TW,101,NA,173,167,NA,16,10,LGA,TPA,1011,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,7,12,7,2040,2030,2150,2145,WN,1231,N655,70,75,58,5,10,OAK,LAX,337,4,8,0,NA,0,NA,NA,NA,NA,NA
2003,3,12,3,1448,1455,1649,1649,NW,663,N620NW,121,114,94,0,-7,EWR,DTW,487,10,17,0,NA,0,NA,NA,NA,NA,NA
1995,1,31,2,1514,1514,1708,1703,UA,1022,N9075U,54,49,29,5,0,ORD,GRR,137,5,20,0,NA,0,NA,NA,NA,NA,NA
2003,11,24,1,1015,1008,1024,1011,DL,1542,N936DL,69,63,35,13,7,ATL,BNA,214,8,26,0,,0,0,0,0,0,0
1994,5,18,3,1214,1215,1951,1949,NW,342,NA,277,274,NA,2,-1,SFO,DTW,2079,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,11,24,5,1954,1956,2001,2001,HP,466,N908AW,67,65,45,0,-2,PHX,LAS,256,5,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,825,825,910,915,WN,604,N310,45,50,34,-5,0,FLL,TPA,197,6,5,0,NA,0,NA,NA,NA,NA,NA
2000,8,20,7,1311,1312,1522,1534,AA,2020,N528AA,131,142,114,-12,-1,MSY,ORD,837,6,11,0,NA,0,NA,NA,NA,NA,NA
1997,8,30,6,1156,1205,1129,1134,DL,290,N910DE,33,29,17,-5,-9,TOL,FWA,84,7,9,0,NA,0,NA,NA,NA,NA,NA
2001,5,8,2,1335,1335,1540,1545,WN,1768,N354@@,65,70,52,-5,0,LAS,SLC,368,2,11,0,NA,0,NA,NA,NA,NA,NA
1998,8,30,7,1750,1745,1949,1935,TW,367,N9307R,179,170,141,14,5,FLL,STL,1056,10,28,0,NA,0,NA,NA,NA,NA,NA
1992,2,4,2,1528,1527,1717,1727,TW,403,NA,229,240,NA,-10,1,STL,LAX,1593,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,7,7,4,651,650,811,815,DL,934,NA,80,85,NA,-4,1,ATL,ORF,516,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,9,5,2,653,655,819,824,FL,854,N286AT,86,89,64,-5,-2,MCO,ATL,403,14,8,0,,0,0,0,0,0,0
1992,3,12,4,1924,1905,2020,2010,WN,136,NA,56,65,NA,10,19,DAL,MAF,319,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,7,18,7,2002,1855,2213,2117,US,1484,N605AU,131,142,108,56,67,MCO,PHL,861,10,13,0,,0,0,0,0,0,56
2006,1,28,6,1838,1845,1957,2013,FL,137,N717JL,79,88,59,-16,-7,ATL,TPA,406,4,16,0,,0,0,0,0,0,0
2007,6,10,7,1710,1715,1856,1841,OO,5857,N986SW,106,86,65,15,-5,SLC,DEN,391,15,26,0,,0,15,0,0,0,0
1999,7,21,3,1255,1255,1922,1840,DL,160,N612DL,267,225,247,42,0,SLC,ATL,1589,5,15,0,NA,0,NA,NA,NA,NA,NA
2006,6,22,4,1722,1705,1952,1935,WN,362,N728SW,270,270,248,17,17,MDW,OAK,1844,5,17,0,,0,0,0,6,0,11
2005,4,23,6,955,957,1034,1040,OO,6138,N393SW,39,43,27,-6,-2,SAN,LAX,109,3,9,0,,0,0,0,0,0,0
1994,1,11,2,1642,1640,1948,2003,UA,346,NA,126,143,NA,-15,2,LAX,DEN,862,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,10,30,6,557,600,832,840,AA,781,N429AA,215,220,196,-8,-3,LGA,DFW,1389,8,11,0,NA,0,NA,NA,NA,NA,NA
2004,6,1,2,1430,1430,1800,1807,DL,552,N377DL,150,157,131,-7,0,SAT,CVG,1024,6,13,0,,0,0,0,0,0,0
2005,10,26,3,1236,1239,1310,1316,OO,6631,N912SW,34,37,21,-6,-3,DEN,COS,72,3,10,0,,0,0,0,0,0,0
1994,5,30,1,1203,1205,1301,1305,DL,323,NA,58,60,NA,-4,-2,MGM,MLU,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,2,25,1,1551,1555,1710,1715,US,2956,NA,79,80,NA,-5,-4,LAX,RNO,390,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,3,23,6,635,630,745,750,US,156,N433US,70,80,55,-5,5,PIT,CLT,366,5,10,0,NA,0,NA,NA,NA,NA,NA
2005,12,28,3,906,911,1351,1354,AA,1132,N420AA,165,163,139,-3,-5,PSP,DFW,1126,14,12,0,,0,0,0,0,0,0
2003,7,2,3,1736,1730,1953,1956,DL,871,N140LL,137,146,103,-3,6,ATL,LGA,761,8,26,0,,0,0,0,0,0,0
2004,7,17,6,1255,1255,1356,1405,MQ,3993,N646AE,61,70,41,-9,0,ORD,RST,268,3,17,0,,0,0,0,0,0,0
1997,7,21,1,825,825,951,955,WN,440,N349,206,210,189,-4,0,BNA,PHX,1448,3,14,0,NA,0,NA,NA,NA,NA,NA
2007,6,19,2,1714,1645,1844,1813,US,2042,N749US,90,88,65,31,29,DCA,BOS,399,4,21,0,,0,0,0,2,0,29
